name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,id,html,cluster
A World,Annelie,342.0,245.0,3,-28.261,0,448.0,992.0,901.0,106.0,849.0,114.066,,270700,4,6Y27Jxspe6k2qHAd6KJHGd,https://open.spotify.com/track/6Y27Jxspe6k2qHAd6KJHGd,6.0
Destination Unknown,Hauschka,0.33,815.0,9,-19.277,0,356.0,956.0,969.0,907.0,389.0,135.169,,210120,3,6TPw1o9LBXU2Afbg6u4QPQ,https://open.spotify.com/track/6TPw1o9LBXU2Afbg6u4QPQ,4.0
Deux Arabesques: No. 1,Claude Debussy,281.0,131.0,9,-28.85,1,361.0,0.99,921.0,875.0,741.0,72.744,,272133,4,3iGGRjfZXYoYqYxNEYYbBX,https://open.spotify.com/track/3iGGRjfZXYoYqYxNEYYbBX,6.0
"The Seasons, Op. 37a: IV. April - Snowdrop                                                                                                                                     ",Pyotr Ilyich Tchaikovsky,0.3,132.0,7,-33.472,0,387.0,995.0,871.0,917.0,934.0,83.693,,200600,4,7oVbUYJLIcNnB0ETXLVrvh,https://open.spotify.com/track/7oVbUYJLIcNnB0ETXLVrvh,4.0
Home,Zimerman Orchestra,294.0,107.0,2,-21.907,0,36.0,872.0,921.0,924.0,834.0,79.991,,195960,4,2LwaCtKT5lCtN2tOSJ8tzV,https://open.spotify.com/track/2LwaCtKT5lCtN2tOSJ8tzV,4.0
Scared to Be Lonely,RPM (Relaxing Piano Music),563.0,788.0,4,-20.174,1,409.0,994.0,922.0,112.0,151.0,123.997,,245187,4,6tOI25A4elcvCXwMLbdF7Y,https://open.spotify.com/track/6tOI25A4elcvCXwMLbdF7Y,0.0
"Piano Trio No. 3 in C Minor, Op. 101: Andante grazioso                                                                                                                         ",Johannes Brahms,286.0,636.0,0,-32.601,1,426.0,972.0,283.0,107.0,102.0,124.465,,245613,4,08JqZxMgLW6Y8vyGYC6WJC,https://open.spotify.com/track/08JqZxMgLW6Y8vyGYC6WJC,0.0
"Piano Sonata No. 11 in A Major, K. 331: III. Alla Turca - Allegretto - Remastered                                                                                              ",Wolfgang Amadeus Mozart,462.0,182.0,9,-21.617,1,497.0,991.0,887.0,828.0,687.0,90.478,,242880,4,1REoiN5aLx1aNk2gWjM1Ld,https://open.spotify.com/track/1REoiN5aLx1aNk2gWjM1Ld,0.0
"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 24 - Fughetta. Andante                                                                         ",Ludwig van Beethoven,281.0,185.0,0,-36.873,1,459.0,996.0,872.0,102.0,313.0,76.383,,163693,4,6ktfNaraJuHmJ3BNeRLw4o,https://open.spotify.com/track/6ktfNaraJuHmJ3BNeRLw4o,8.0
Until Next Time,Henry Smith,352.0,194.0,7,-16.316,1,504.0,903.0,879.0,102.0,128.0,120.771,,174373,4,2poQJtHut7ZGP6O9UA8jGk,https://open.spotify.com/track/2poQJtHut7ZGP6O9UA8jGk,4.0
"Sonata in D Minor, K.32: Aria                                                                                                                                                  ",Domenico Scarlatti,554.0,581.0,2,-31.374,0,746.0,996.0,957.0,571.0,0.42,109.884,,117373,4,5g59bO2ANSSYKdltauM0WA,https://open.spotify.com/track/5g59bO2ANSSYKdltauM0WA,8.0
"Stanza BWV 855a ""The Children's Room"" - Re-Recorded Version                                                                                                                  ",Johann Sebastian Bach,288.0,101.0,11,-24.78,0,522.0,992.0,0.93,908.0,368.0,77.531,,182147,4,7KqUsJHKzB3cJYdGi4lq0H,https://open.spotify.com/track/7KqUsJHKzB3cJYdGi4lq0H,4.0
The Rose,David Schultz,522.0,704.0,0,-17.239,1,658.0,991.0,939.0,108.0,223.0,128.827,,160093,4,77nRDRPHDWe6h8DiujshtU,https://open.spotify.com/track/77nRDRPHDWe6h8DiujshtU,8.0
Say Something,Henry Smith,413.0,679.0,2,-16.808,1,508.0,992.0,936.0,124.0,106.0,146.346,,180500,3,2piS58WNI6Qayi8ZYQGSZa,https://open.spotify.com/track/2piS58WNI6Qayi8ZYQGSZa,4.0
"Étude No. 2 in A-Flat Major from ""Trois Nouvelles Études""                                                                                                                    ",Frédéric Chopin,297.0,0.06,8,-26.92,1,357.0,994.0,903.0,105.0,641.0,113.755,,116080,1,1P5LXjpV8a5GsnMtvqaZ88,https://open.spotify.com/track/1P5LXjpV8a5GsnMtvqaZ88,8.0
"Sonata in F Minor, K.183: Allegro                                                                                                                                              ",Domenico Scarlatti,0.32,575.0,10,-28.05,0,441.0,994.0,908.0,758.0,188.0,132.109,,370613,4,3aNRPjJKZdDP5mmD5Us5qL,https://open.spotify.com/track/3aNRPjJKZdDP5mmD5Us5qL,2.0
Waltz in C Minor (Only for Piano),Yiruma,377.0,725.0,0,-22.218,0,584.0,993.0,912.0,174.0,472.0,67.547,,228293,3,6L6TuOAEZHf93tJULIjQrj,https://open.spotify.com/track/6L6TuOAEZHf93tJULIjQrj,0.0
A Thousand Miles,Henry Smith,315.0,152.0,11,-15.952,1,566.0,987.0,936.0,143.0,234.0,81.178,,167184,4,0bugfVBn7nP2jIbjs1Fl7Y,https://open.spotify.com/track/0bugfVBn7nP2jIbjs1Fl7Y,8.0
Relaxing Waltz,Zimerman Orchestra,648.0,186.0,5,-19.337,1,407.0,948.0,934.0,101.0,217.0,199.643,,149240,3,5h4WlefaiYH27qIU1XzfOA,https://open.spotify.com/track/5h4WlefaiYH27qIU1XzfOA,8.0
Radiate,Alexis Ffrench,255.0,197.0,2,-17.246,1,361.0,983.0,849.0,132.0,177.0,119.609,,210025,4,1Yulbby9H37Q7BGzG8xH2b,https://open.spotify.com/track/1Yulbby9H37Q7BGzG8xH2b,4.0
All By Myself,David Schultz,0.46,417.0,11,-19.609,0,637.0,0.99,937.0,104.0,883.0,119.427,,179173,4,4FR04CCkvheWJhvkyY85uJ,https://open.spotify.com/track/4FR04CCkvheWJhvkyY85uJ,4.0
"Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]                                                                                                          ",Johannes Brahms,184.0,833.0,3,-33.503,1,519.0,989.0,596.0,104.0,211.0,61.541,,109800,3,59cPOVxrn3Yjwydl1pullI,https://open.spotify.com/track/59cPOVxrn3Yjwydl1pullI,8.0
I Will Always Love You,David Schultz,419.0,121.0,9,-20.516,1,606.0,989.0,932.0,761.0,332.0,130.344,,175960,4,24zx9El6ngLPt6F4igcrbH,https://open.spotify.com/track/24zx9El6ngLPt6F4igcrbH,4.0
Circle Song,Francesco Tristano,288.0,212.0,0,-21.625,1,304.0,951.0,927.0,903.0,148.0,139.186,,193427,1,78u6bK6q6W42GafkUjHFSh,https://open.spotify.com/track/78u6bK6q6W42GafkUjHFSh,4.0
Perfect,Henry Smith,372.0,709.0,8,-19.146,1,467.0,993.0,949.0,104.0,0.12,164.653,,272000,3,77OfUElb1qTM1txv6oH3O1,https://open.spotify.com/track/77OfUElb1qTM1txv6oH3O1,6.0
Gnossienne No. 1: Lent,Erik Satie,339.0,233.0,5,-27.004,0,595.0,995.0,879.0,105.0,564.0,71.241,,187680,3,0P1lQfGgElilE8QLHR5BBU,https://open.spotify.com/track/0P1lQfGgElilE8QLHR5BBU,4.0
Love Me Like You Do,Henry Smith,276.0,192.0,8,-16.538,1,543.0,991.0,947.0,125.0,777.0,173.78,,179072,4,7KJi2xxfLYVKHkmmTUhbT2,https://open.spotify.com/track/7KJi2xxfLYVKHkmmTUhbT2,4.0
Awaken (feat. Jack Liebeck),Dario Marianelli,167.0,439.0,0,-17.999,0,437.0,948.0,913.0,904.0,366.0,76.877,,265933,4,48bFgWuYofpZqmIxC82R8V,https://open.spotify.com/track/48bFgWuYofpZqmIxC82R8V,6.0
Forest Meditation,Henry Smith,249.0,549.0,2,-24.503,1,367.0,959.0,953.0,237.0,538.0,49.82,,192240,4,5nOAhrQaLwweLkMvV8X9DD,https://open.spotify.com/track/5nOAhrQaLwweLkMvV8X9DD,4.0
"Moment Musical, Op. 94, D. 780: No. 3 in F Minor - Live                                                                                                                        ",Franz Schubert,0.51,885.0,5,-27.083,0,676.0,992.0,0.88,683.0,396.0,81.7,,151520,4,6zzn6E0PT9kXZYkmDTOhGS,https://open.spotify.com/track/6zzn6E0PT9kXZYkmDTOhGS,8.0
Too Good at Goodbyes,Henry Smith,465.0,796.0,5,-20.035,1,621.0,992.0,0.95,115.0,262.0,78.434,,104416,4,30TSnYCfUHCPPSsnPr1F7b,https://open.spotify.com/track/30TSnYCfUHCPPSsnPr1F7b,8.0
"Symphony No. 2 in D Major, Op. 73: 交響曲 第2番 ニ長調作品73 第3楽章 アレグレット・グラツィオーゾ(クワジ・アンダンテ)                                                                                         ",Johannes Brahms,219.0,279.0,0,-32.223,1,476.0,948.0,741.0,767.0,952.0,78.838,,323907,3,1kcjdYPbav3SL5yz1doeWF,https://open.spotify.com/track/1kcjdYPbav3SL5yz1doeWF,6.0
Yesterday,David Schultz,319.0,163.0,5,-15.653,1,623.0,981.0,923.0,112.0,169.0,163.209,,166000,4,2PSARXIFrABbd5wil6ogJ9,https://open.spotify.com/track/2PSARXIFrABbd5wil6ogJ9,8.0
Symphony,RPM (Relaxing Piano Music),453.0,159.0,0,-18.896,0,38.0,987.0,957.0,0.1,182.0,112.614,,221547,4,7qcO2OdezDWyhNV8j9p3m2,https://open.spotify.com/track/7qcO2OdezDWyhNV8j9p3m2,0.0
Flying Towards the Moonlight,Van Vogel Ensemble,152.0,503.0,2,-23.151,0,475.0,971.0,925.0,196.0,527.0,136.918,,175733,5,6KM12Vx2IN1ODTaVgcDT1o,https://open.spotify.com/track/6KM12Vx2IN1ODTaVgcDT1o,4.0
Tears In Heaven,David Schultz,386.0,478.0,9,-19.97,1,586.0,992.0,937.0,112.0,304.0,74.81,,163520,4,6cHA8D6uwwAGqOYxzUiv9v,https://open.spotify.com/track/6cHA8D6uwwAGqOYxzUiv9v,8.0
Flower Through Concrete,Chloe Flower,284.0,0.22,3,-16.203,1,371.0,985.0,864.0,105.0,944.0,69.063,,239013,4,4xV7soqf9cp13VBhaGU1NY,https://open.spotify.com/track/4xV7soqf9cp13VBhaGU1NY,0.0
Late Night Lounge,Henry Smith,449.0,105.0,5,-17.547,0,484.0,991.0,947.0,118.0,197.0,140.883,,173160,3,01cPn4G79LtatXnwTql2FJ,https://open.spotify.com/track/01cPn4G79LtatXnwTql2FJ,4.0
"Sonata in E Major, K. 380                                                                                                                                                      ",Domenico Scarlatti,449.0,378.0,11,-31.383,1,373.0,992.0,951.0,141.0,168.0,83.757,,172800,4,5olY8yO9tGgPee9xNasVpN,https://open.spotify.com/track/5olY8yO9tGgPee9xNasVpN,4.0
Before Midnight,Henry Smith,281.0,252.0,5,-16.355,0,414.0,991.0,935.0,103.0,179.0,154.429,,162880,4,1YtzJdcn70TegCQCYgiCLY,https://open.spotify.com/track/1YtzJdcn70TegCQCYgiCLY,8.0
Slow String Instrumental,Van Vogel Ensemble,154.0,334.0,2,-28.08,0,506.0,0.96,829.0,105.0,385.0,134.424,,145747,1,0NoR2sy1en5ySKW3rSWo8C,https://open.spotify.com/track/0NoR2sy1en5ySKW3rSWo8C,8.0
"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 3 - L'istesso tempo                                                                            ",Ludwig van Beethoven,362.0,158.0,0,-33.777,1,406.0,993.0,934.0,108.0,331.0,70.859,,91867,3,2NPoTBCs2YKz4jxxyNRuJf,https://open.spotify.com/track/2NPoTBCs2YKz4jxxyNRuJf,8.0
A Tree & A River,Henry Smith,158.0,618.0,0,-26.251,1,434.0,918.0,951.0,956.0,398.0,77.922,,196547,4,7wT9zn4HZgCcz0XadjJhU8,https://open.spotify.com/track/7wT9zn4HZgCcz0XadjJhU8,4.0
"French Suite No. 5 in G Major, BWV 816: I. Allemande                                                                                                                           ",Johann Sebastian Bach,787.0,126.0,2,-36.457,1,448.0,988.0,908.0,112.0,267.0,34.856,,160600,3,5w7zbR1ZV0Ee7tNFgVROwz,https://open.spotify.com/track/5w7zbR1ZV0Ee7tNFgVROwz,8.0
You'll Be Alright,Henry Smith,306.0,176.0,8,-18.862,0,471.0,976.0,916.0,111.0,233.0,147.272,,185587,3,0zzlimCBvlYTBxySIWFPRX,https://open.spotify.com/track/0zzlimCBvlYTBxySIWFPRX,4.0
Poppin' Them Thangs,G-Unit,768.0,806.0,6,-1.406,0,195.0,261.0,0.0,785.0,927.0,88.024,,240800,4,1OKPQF7iS8TVxY4gwvBZ3n,https://open.spotify.com/track/1OKPQF7iS8TVxY4gwvBZ3n,0.0
Still D.R.E.,Dr. Dre,814.0,779.0,11,-3.271,1,235.0,175.0,671.0,605.0,544.0,93.43,,268005,4,6ltPEsP4edATzvinHOzvk2,https://open.spotify.com/track/6ltPEsP4edATzvinHOzvk2,6.0
In Da Club,50 Cent,899.0,713.0,6,-2.752,0,366.0,255.0,0.0,708.0,777.0,90.051,,193467,4,7iL6o9tox1zgHpKUfh9vuC,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,4.0
Insane in the Brain,Cypress Hill,897.0,611.0,11,-10.489,1,211.0,291.0,186.0,894.0,769.0,102.304,,208267,4,1oTHteQbmJw15rPxPVXUTv,https://open.spotify.com/track/1oTHteQbmJw15rPxPVXUTv,4.0
Express Yourself - Remix,N.W.A.,852.0,803.0,6,-6.929,0,264.0,204.0,0.0,121.0,752.0,96.2,,261400,4,6NLLIPKjqFRnbCorRNTEHe,https://open.spotify.com/track/6NLLIPKjqFRnbCorRNTEHe,0.0
Scenario - LP Mix,A Tribe Called Quest,795.0,0.6,2,-14.004,1,341.0,112.0,171.0,111.0,633.0,101.78,,250133,4,0301nLjG0ti26rx5ZmfqtP,https://open.spotify.com/track/0301nLjG0ti26rx5ZmfqtP,0.0
Get into It,Tony Scott,791.0,851.0,11,-8.362,1,519.0,191.0,0.0,331.0,877.0,121.911,,197933,4,6nAFR5Ea3zGboy2d9CfWFp,https://open.spotify.com/track/6nAFR5Ea3zGboy2d9CfWFp,4.0
Party Up,DMX,0.51,931.0,11,-3.302,1,347.0,738.0,0.0,0.5,0.53,201.936,,268867,4,2AaknMNIfzMqZGvbcDsJHZ,https://open.spotify.com/track/2AaknMNIfzMqZGvbcDsJHZ,6.0
Milkshake,Kelis,881.0,774.0,1,-6.068,1,439.0,986.0,346.0,206.0,759.0,112.968,,182627,4,2cMTIlktg3M9mXYqCPqw1J,https://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J,4.0
Bow Down,Westside Connection,896.0,541.0,9,-8.253,1,281.0,818.0,0.0,278.0,481.0,92.899,,207840,4,667CkwNvTozFtCMDC7BfBU,https://open.spotify.com/track/667CkwNvTozFtCMDC7BfBU,4.0
REMIND ME,Rilès,843.0,715.0,1,-5.553,0,218.0,361.0,0.0,754.0,0.54,90.966,,151013,4,77FrfkBVqltE3daQKvQlvN,https://open.spotify.com/track/77FrfkBVqltE3daQKvQlvN,8.0
What's The Difference,Dr. Dre,782.0,819.0,11,-158.0,0,251.0,252.0,0.0,133.0,725.0,91.824,,244267,4,2Dts49OexROL2KvCK2sokf,https://open.spotify.com/track/2Dts49OexROL2KvCK2sokf,0.0
Got It,Boys Noize,462.0,847.0,1,-6.85,1,518.0,289.0,0.0,398.0,0.66,184.084,,192743,4,17zF4zfyb78Cku56d11gkF,https://open.spotify.com/track/17zF4zfyb78Cku56d11gkF,4.0
Chin Check,N.W.A.,906.0,775.0,2,-5.775,1,268.0,831.0,2.74e-05,0.15,838.0,100.054,,221373,4,3vQir0wkIdLGq3Lc4V6J2y,https://open.spotify.com/track/3vQir0wkIdLGq3Lc4V6J2y,0.0
The Next Episode,Dr. Dre,0.92,891.0,3,-2.398,0,253.0,313.0,0.0,83.0,311.0,95.295,,161600,4,20LxTsa6936zOlzTWqoPVt,https://open.spotify.com/track/20LxTsa6936zOlzTWqoPVt,8.0
Down On Me,Jeremih,0.7,598.0,2,-7.783,1,114.0,369.0,0.0,111.0,594.0,160.041,,228453,4,0wpbHnOW0zVUtV10LSj9c9,https://open.spotify.com/track/0wpbHnOW0zVUtV10LSj9c9,0.0
X Gon' Give It To Ya,DMX,678.0,857.0,10,-5.173,0,216.0,325.0,0.0,788.0,622.0,94.95,,219253,4,2NeHnSFnwNp1Z5WYgcjJ8L,https://open.spotify.com/track/2NeHnSFnwNp1Z5WYgcjJ8L,0.0
Can I Kick It?,A Tribe Called Quest,848.0,666.0,0,-6.547,1,274.0,173.0,699.0,129.0,744.0,96.662,,251573,4,3Ti0GdlrotgwsAVBBugv0I,https://open.spotify.com/track/3Ti0GdlrotgwsAVBBugv0I,0.0
You Can Do It,Ice Cube,946.0,837.0,1,-5.355,0,164.0,84.0,0.0,482.0,893.0,99.881,,259307,4,1xMPwgmLHVXkIFYL0rvGiZ,https://open.spotify.com/track/1xMPwgmLHVXkIFYL0rvGiZ,0.0
I Got 5 On It,Luniz,0.6,706.0,10,-7.899,0,361.0,209.0,0.0,125.0,0.58,173.926,,253533,4,4IYKjN1DrYzxKXt0umJqsG,https://open.spotify.com/track/4IYKjN1DrYzxKXt0umJqsG,0.0
Grillz,Nelly,863.0,514.0,4,-7.243,0,249.0,419.0,0.0,301.0,843.0,82.985,,271160,4,6MyRJF1ttIyBTFLoqzCRwV,https://open.spotify.com/track/6MyRJF1ttIyBTFLoqzCRwV,6.0
Juicy - 2007 Remaster,The Notorious B.I.G.,873.0,816.0,9,-4.645,1,256.0,483.0,0.0,146.0,0.79,96.067,,301467,4,2b7FqlHc3JrzlYtGEkzq22,https://open.spotify.com/track/2b7FqlHc3JrzlYtGEkzq22,6.0
Stronger,Kanye West,369.0,785.0,1,-6.269,1,0.2,299.0,0.0,206.0,443.0,104.033,,312893,4,24H5KPBdSvHQMRXTp12K3J,https://open.spotify.com/track/24H5KPBdSvHQMRXTp12K3J,6.0
The Motto,Drake,766.0,442.0,1,-8.558,1,356.0,107.0,6.12e-05,111.0,0.39,201.8,,181573,4,4Kz4RdRCceaA9VgTqBhBfa,https://open.spotify.com/track/4Kz4RdRCceaA9VgTqBhBfa,4.0
Tambourine,Eve,0.82,854.0,1,-4.153,1,0.22,239.0,0.0,359.0,574.0,102.623,,192440,4,3WdYF0MLo2W9flzksSNS6o,https://open.spotify.com/track/3WdYF0MLo2W9flzksSNS6o,4.0
Clique,Kanye West,0.71,555.0,9,-5.942,0,295.0,601.0,0.0,227.0,303.0,109.204,,293613,5,7eW9cHOAHmYqphs5tWXETw,https://open.spotify.com/track/7eW9cHOAHmYqphs5tWXETw,6.0
Swimming Pools (Drank),Kendrick Lamar,656.0,446.0,1,-5.897,1,265.0,695.0,419.0,88.0,203.0,74.543,,247800,4,7bre6yd84LZ6MFoTppmHja,https://open.spotify.com/track/7bre6yd84LZ6MFoTppmHja,0.0
Crack A Bottle,Eminem,516.0,874.0,9,-2.571,1,186.0,864.0,0.0,173.0,391.0,169.561,,297520,3,4dK00wCxlqWEeN8BoM1BHT,https://open.spotify.com/track/4dK00wCxlqWEeN8BoM1BHT,6.0
Bezerk (feat. A$AP Ferg),Big Sean,684.0,687.0,2,-4.673,1,0.2,164.0,0.0,253.0,265.0,184.026,,151067,4,2B9wgj9XzbJZLty03PRbVo,https://open.spotify.com/track/2B9wgj9XzbJZLty03PRbVo,8.0
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,833.0,619.0,7,-5.595,1,538.0,111.0,2.13e-05,159.0,901.0,109.92,,306560,4,1yy2DlSDtEt90d54rPDPXz,https://open.spotify.com/track/1yy2DlSDtEt90d54rPDPXz,6.0
Ni**as In Paris,JAY-Z,789.0,858.0,1,-5.542,1,311.0,127.0,0.0,349.0,775.0,140.022,,219333,4,4Li2WHPkuyCdtmokzW2007,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007,0.0
You Be Killin Em,Fabolous,664.0,909.0,6,-3.552,0,0.22,444.0,0.0,525.0,557.0,93.977,,209693,4,5I6YA7oHtraxwWQzzCugDt,https://open.spotify.com/track/5I6YA7oHtraxwWQzzCugDt,4.0
BOP,DaBaby,769.0,787.0,11,-3.909,1,367.0,189.0,0.0,129.0,836.0,126.77,,159715,4,6Ozh9Ok6h4Oi1wUSLtBseN,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,8.0
A Milli,Lil Wayne,674.0,695.0,6,-8.636,0,278.0,387.0,202.0,194.0,773.0,151.486,,221840,4,6ScJMrlpiLfZUGtWp4QIVt,https://open.spotify.com/track/6ScJMrlpiLfZUGtWp4QIVt,0.0
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,756.0,855.0,2,-3.529,1,669.0,136.0,28.0,302.0,811.0,99.02,,233173,4,1iUoWD9qE93GyoT80O5IKt,https://open.spotify.com/track/1iUoWD9qE93GyoT80O5IKt,0.0
Lollipop,Lil Wayne,829.0,428.0,0,-9.469,1,831.0,56.0,413.0,137.0,0.45,148.075,,299333,4,5jnxxpX2834SB6LJ0S73Uz,https://open.spotify.com/track/5jnxxpX2834SB6LJ0S73Uz,6.0
My Name Is,Eminem,833.0,681.0,5,-6.248,0,356.0,406.0,0.0,926.0,839.0,85.497,,268400,4,0l08dcPEqNEUhymVBext8h,https://open.spotify.com/track/0l08dcPEqNEUhymVBext8h,6.0
Woah,Lil Baby,882.0,602.0,11,-5.554,1,245.0,177.0,0.0,178.0,0.43,142.959,,183011,4,598yNsG1JFrGd4n2kMoz7F,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,4.0
Angel Baby,Tech N9ne,701.0,606.0,5,-5.965,0,189.0,635.0,0.0,296.0,501.0,96.058,,195668,4,6jBLNo8wTAMls9zsdYEvl4,https://open.spotify.com/track/6jBLNo8wTAMls9zsdYEvl4,4.0
I Need A Girl PT II,Diddy,714.0,471.0,1,-7.392,0,483.0,421.0,0.0,308.0,781.0,199.758,,285600,4,6dEdj6yZp2Yx20Z6udqyOZ,https://open.spotify.com/track/6dEdj6yZp2Yx20Z6udqyOZ,6.0
Gangsta's Paradise,Coolio,647.0,514.0,8,-10.05,1,593.0,655.0,0.0,398.0,387.0,79.974,,240693,4,7lQWRAjyhTpCWFC0jmclT4,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4,0.0
Guess Who's Back,Rakim,0.79,798.0,6,-7.456,0,267.0,153.0,0.0,106.0,693.0,94.015,,250907,4,3ePJkJdZMGp9ahaNmaRM7O,https://open.spotify.com/track/3ePJkJdZMGp9ahaNmaRM7O,0.0
The Real Slim Shady,Eminem,949.0,661.0,5,-4.244,0,572.0,302.0,0.0,454.0,0.76,104.504,,284200,4,3yfqSUWxFvZELEM4PmlwIR,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR,6.0
Yikes,Kanye West,676.0,777.0,1,-3.241,0,357.0,145.0,0.0,228.0,226.0,173.931,,188773,4,2r4JRwcbIeuAzWjH4YXlLs,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs,4.0
Jerry Sprunger (with T-Pain),Tory Lanez,0.76,746.0,0,-5.331,0,227.0,137.0,0.0,905.0,449.0,100.011,,233546,4,6JsHgIkMYHcbNtKfsal2Mg,https://open.spotify.com/track/6JsHgIkMYHcbNtKfsal2Mg,0.0
Hip-Hop,Dead Prez,583.0,543.0,4,-14.299,1,403.0,642.0,329.0,111.0,192.0,78.221,,214173,4,7GZponFcuF76akiRDuaoaj,https://open.spotify.com/track/7GZponFcuF76akiRDuaoaj,4.0
Follow God,Kanye West,529.0,0.9,1,-3.503,1,418.0,248.0,1.21e-05,426.0,434.0,180.291,,104591,4,2QpGZOhTCHHiKmpSO9FW4h,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,8.0
"The Gangsta, The Killa And The Dope Dealer                                                                                                                                     ",Westside Connection,804.0,697.0,11,-8.51,1,264.0,309.0,0.0,884.0,472.0,92.919,,250227,4,6MbxtmdQYE6eljl9sntLZt,https://open.spotify.com/track/6MbxtmdQYE6eljl9sntLZt,0.0
Juicy - 2005 Remaster,The Notorious B.I.G.,889.0,818.0,9,-4.639,1,253.0,0.47,0.0,179.0,782.0,96.063,,302760,4,5ByAIlEEnxYdvpnezg7HTX,https://open.spotify.com/track/5ByAIlEEnxYdvpnezg7HTX,6.0
Bow Wow (That's My Name) (feat. Snoop Dogg),Bow Wow,0.92,677.0,2,-3.484,1,266.0,216.0,1.68e-06,981.0,939.0,91.939,,223267,4,3RnLEACttdwU6futFsaflI,https://open.spotify.com/track/3RnLEACttdwU6futFsaflI,0.0
All Mine,Kanye West,925.0,308.0,11,-6.562,0,338.0,125.0,0.0,933.0,265.0,122.099,,145507,4,3qnoOm4fwZPBS116f5hpgF,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF,8.0
"How Do You Want It (ft. KC, Jojo)                                                                                                                                              ",2Pac,763.0,0.84,8,-3.704,1,929.0,346.0,0.0,601.0,748.0,92.477,,287547,4,6ZmLu4NAhMsuAXLkcLMBrb,https://open.spotify.com/track/6ZmLu4NAhMsuAXLkcLMBrb,6.0
I Love My Bitch,Busta Rhymes,604.0,808.0,0,-5.805,0,314.0,297.0,0.0,493.0,688.0,193.894,,227667,4,3ln8p5gPbLGJQddjD1rdgA,https://open.spotify.com/track/3ln8p5gPbLGJQddjD1rdgA,0.0
Check Yo Self - Remix,Ice Cube,934.0,735.0,1,-6.668,1,251.0,31.0,8.6e-06,107.0,768.0,101.368,,273107,4,3NGT0Td7H4Is1qrlDQJxma,https://open.spotify.com/track/3NGT0Td7H4Is1qrlDQJxma,6.0
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,782.0,676.0,1,-6.144,1,324.0,786.0,1.17e-06,141.0,878.0,158.162,,235733,4,4gdx3sBwgfZTZAqxKzQVTA,https://open.spotify.com/track/4gdx3sBwgfZTZAqxKzQVTA,0.0
Da Rockwilder,Method Man,612.0,659.0,6,-6.995,0,406.0,137.0,0.0,417.0,393.0,99.137,,136093,4,5ltdcgEflWut0osW0ZzLhM,https://open.spotify.com/track/5ltdcgEflWut0osW0ZzLhM,8.0
Dangerous,Ying Yang Twins,0.8,783.0,11,-3.872,0,966.0,169.0,0.0,206.0,889.0,114.995,,260427,4,7HhR1L61r3Z3PMWRRJSDHe,https://open.spotify.com/track/7HhR1L61r3Z3PMWRRJSDHe,0.0
Forgot About Dre,Dr. Dre,925.0,737.0,8,-1.292,1,777.0,92.0,0.0,169.0,603.0,133.946,,222240,4,0Zh5U48tZNeAzzLTV1CVBE,https://open.spotify.com/track/0Zh5U48tZNeAzzLTV1CVBE,0.0
Straight To The Bank,50 Cent,642.0,846.0,7,-3.856,1,423.0,112.0,0.0,45.0,519.0,179.548,,190653,4,3tFI8AEosXedl4jEQwwwSg,https://open.spotify.com/track/3tFI8AEosXedl4jEQwwwSg,4.0
Stand Up,Ludacris,751.0,0.84,6,-4.855,1,349.0,367.0,0.0,916.0,801.0,99.057,,213760,4,2CtCwQhY0ZLvr8L2l8Bo6e,https://open.spotify.com/track/2CtCwQhY0ZLvr8L2l8Bo6e,4.0
Bitch Please,Snoop Dogg,863.0,771.0,7,-2.77,1,0.19,954.0,0.0,288.0,812.0,95.029,,234733,4,1YrHyDbH17btvI2rFTkbCQ,https://open.spotify.com/track/1YrHyDbH17btvI2rFTkbCQ,0.0
Muthaf**ka Up,Tyga,0.59,542.0,9,-7.849,1,329.0,152.0,0.0,364.0,0.48,122.482,,233680,5,31VM9uxtem39xmT0dfDiSU,https://open.spotify.com/track/31VM9uxtem39xmT0dfDiSU,0.0
